"state1","state2","action","next_state1","next_state2"
"-0.3157855272293091","-0.06149386242032051","0.0","-0.379738986492157","-0.0639534443616867"
"-0.4023933410644531","-0.013692215085029602","2.0","-0.4159747064113617","-0.013581356033682823"
"-0.9397951364517212","-0.04464562237262726","0.0","-0.9830694198608398","-0.043274275958538055"
"-0.0425342321395874","0.044579967856407166","0.0","-0.00143393874168396","0.04110029339790344"
"0.05860412120819092","-0.06349221616983414","1.0","-0.007349558174610138","-0.06595367938280106"
"-0.23240697383880615","0.05449502170085907","1.0","-0.17982852458953857","0.05257844924926758"
"-0.1780003309249878","-0.04960513487458229","0.0","-0.23075741529464722","-0.05275707691907883"
"-0.5184756517410278","-0.06548222154378891","2.0","-0.5829963088035583","-0.06452064216136932"
"0.14097750186920166","-0.01964467391371727","2.0","0.12005310505628586","-0.020924396812915802"
"-0.020190834999084473","0.018785960972309113","0.0","-0.004900289699435234","0.015290545299649239"
"-0.6818148493766785","-0.04859627038240433","0.0","-0.7302685379981995","-0.04845370724797249"
"0.2410188913345337","-0.05591876804828644","1.0","0.18322566151618958","-0.057793233543634415"
"-0.4512174725532532","-0.0059478431940078735","2.0","-0.45670393109321594","-0.0054864464327692986"
"-0.734786331653595","0.04864513874053955","0.0","-0.6856611371040344","0.04912518709897995"
"0.07068812847137451","-0.002287745475769043","2.0","0.06695638597011566","-0.0037317415699362755"
"-1.1183674335479736","0.053533002734184265","1.0","-1.0623911619186401","0.05597623437643051"
"0.4810330867767334","0.06504131108522415","2.0","0.5","0.06572293490171432"
"-1.0198267698287964","-0.04922998696565628","1.0","-1.0665651559829712","-0.046738408505916595"
"0.36541473865509033","0.013877123594284058","2.0","0.37914952635765076","0.013734773732721806"
"-0.6903565526008606","-0.0647401437163353","0.0","-0.7548975348472595","-0.06454098224639893"
"0.38200056552886963","0.0695473924279213","1.0","0.4505176246166229","0.0685170590877533"
"-0.05582559108734131","-0.039918623864650726","2.0","-0.09720923751592636","-0.04138364642858505"
"-0.08682572841644287","-0.03917919099330902","2.0","-0.1274205893278122","-0.040594857186079025"
"0.02619767189025879","-0.04299933463335037","0.0","-0.0202939435839653","-0.04649161547422409"
"0.08400535583496094","0.0688127800822258","1.0","0.15039710700511932","0.06639175117015839"
"-0.22537392377853394","-0.014892730861902237","1.0","-0.24221667647361755","-0.01684274524450302"
"-0.9845293164253235","0.011957041919231415","2.0","-0.9691163301467896","0.015412990003824234"
"-0.014214754104614258","-0.03749813511967659","0.0","-0.05521061643958092","-0.04099586233496666"
"-0.11545395851135254","0.0583641454577446","2.0","-0.05844134837388992","0.057012610137462616"
"0.3004111051559448","0.06038741022348404","2.0","0.3602468967437744","0.059835802763700485"
"0.13530731201171875","0.017245814204216003","1.0","0.15025627613067627","0.014948967844247818"
"-1.1481051445007324","0.008479699492454529","1.0","-1.1372390985488892","0.010866019874811172"
"0.3236205577850342","0.032371096312999725","1.0","0.35458019375801086","0.03095962479710579"
"-0.04434609413146973","-0.04522935301065445","0.0","-0.09305335581302643","-0.0487072616815567"
"0.4142106771469116","0.06502262502908707","0.0","0.47742754220962524","0.06321685761213303"
"0.06348526477813721","-0.011427614837884903","1.0","0.04960285499691963","-0.013882409781217575"
"-1.0193601846694946","-0.023588869720697403","1.0","-1.0404577255249023","-0.021097581833600998"
"-0.0597681999206543","-0.013404704630374908","0.0","-0.07663282752037048","-0.016864623874425888"
"-0.048039913177490234","-0.06634514778852463","1.0","-0.11685914546251297","-0.06881923228502274"
"0.25338566303253174","0.013090558350086212","0.0","0.2636643946170807","0.010278739035129547"
"0.14640462398529053","-0.0028043314814567566","2.0","0.14233757555484772","-0.004067047033458948"
"-0.14552795886993408","0.014665178954601288","1.0","-0.13312828540802002","0.012399675324559212"
"-0.729141354560852","0.05506237596273422","1.0","-0.6726332902908325","0.05650809407234192"
"0.2683534622192383","0.061752013862133026","2.0","0.3293728232383728","0.06101934611797333"
"0.307803750038147","0.06508102267980576","0.0","0.3703770041465759","0.06257326900959015"
"-1.0825155973434448","3.4837424755096436E-4","1.0","-1.0796812772750854","0.0028343545272946358"
"0.3380202054977417","-0.024717431515455246","1.0","0.311981737613678","-0.026038475334644318"
"-1.1672176122665405","-0.01550905779004097","0.0","-1.181386947631836","-0.014169368892908096"
"-0.1338564157485962","0.06487523764371872","1.0","-0.071282297372818","0.0625741183757782"
"-0.8909652233123779","0.00532107800245285","0.0","-0.8844137787818909","0.006551472004503012"
"-1.037090539932251","0.05325324833393097","1.0","-0.9813384413719177","0.05575209856033325"
"0.47356116771698","0.06608200818300247","0.0","0.5","0.06470813602209091"
"-0.5238984823226929","-0.05923490598797798","0.0","-0.584131121635437","-0.06023265793919563"
"0.14037764072418213","-0.06516759097576141","2.0","0.07392848283052444","-0.06644915789365768"
"-0.18127202987670898","-0.06032112240791321","1.0","-0.2437325119972229","-0.06246047466993332"
"-0.38156217336654663","-0.040670402348041534","0.0","-0.42426592111587524","-0.04270373284816742"
"-0.06508111953735352","-0.02787850797176361","0.0","-0.09641212970018387","-0.03133101016283035"
"-0.33381980657577515","-0.026874396950006485","2.0","-0.3610419034957886","-0.027222082018852234"
"-0.4206048250198364","-0.002220854163169861","2.0","-0.4225859045982361","-0.001981076318770647"
"-1.028335452079773","0.0014735162258148193","2.0","-1.0233659744262695","0.004969514906406403"
"-0.7725475430488586","-0.012567032128572464","2.0","-0.7824162840843201","-0.009868712164461613"
"-0.709997832775116","0.0415838286280632","0.0","-0.6680877208709717","0.041910093277692795"
"-1.0613973140716553","0.060672007501125336","1.0","-0.998227596282959","0.06316974014043808"
"-0.953788697719574","-0.053497061133384705","0.0","-1.0058832168579102","-0.05209457874298096"
"-0.6307297348976135","0.037917785346508026","0.0","-0.5930222272872925","0.037707507610321045"
"-0.44441598653793335","0.024296686053276062","0.0","-0.4217076003551483","0.022708384320139885"
"-0.8214836120605469","0.05262508988380432","1.0","-0.7669100761413574","0.054573506116867065"
"-0.5070050954818726","0.05452163517475128","2.0","-0.4516078531742096","0.05539723485708237"
"0.40962958335876465","-0.04798371344804764","2.0","0.361807644367218","-0.04782192409038544"
"-0.722016453742981","-7.330477237701416E-4","0.0","-0.7223476767539978","-3.312518820166588E-4"
"-1.0861190557479858","-0.038485243916511536","0.0","-1.1231212615966797","-0.03700226545333862"
"-0.773722767829895","0.039130888879299164","0.0","-0.7338870763778687","0.03983566537499428"
"-0.9758970737457275","0.026439771056175232","0.0","-0.9480142593383789","0.02788279578089714"
