"state1","state2","action","next_state1","next_state2"
"0.03286778926849365","-0.05689848214387894","0.0","-0.02751854807138443","-0.06038633733987808"
"0.27836740016937256","-0.0469265878200531","0.0","0.22876305878162384","-0.04960434138774872"
"-1.0979642868041992","-0.02782510221004486","0.0","-1.1243183612823486","-0.026354040950536728"
"-0.25882548093795776","-0.052017197012901306","1.0","-0.3126261532306671","-0.053800664842128754"
"-0.41611093282699585","0.040558457374572754","2.0","-0.37534472346305847","0.04076619818806648"
"-0.8826757073402405","0.03688739240169525","2.0","-0.8425866961479187","0.040089014917612076"
"0.4261282682418823","-0.04991030693054199","2.0","0.3764972984790802","-0.04963096231222153"
"0.3767000436782837","-0.0020096227526664734","0.0","0.372624009847641","-0.00407604593783617"
"-0.20649254322052002","0.007548481225967407","2.0","-0.1999795138835907","0.0065130265429615974"
"0.018805503845214844","0.02889803797006607","2.0","0.04620751738548279","0.027402015402913094"
"0.33000457286834717","0.013615287840366364","2.0","0.3432481586933136","0.013243591412901878"
"0.014205694198608398","0.015276908874511719","1.0","0.02698487415909767","0.012779179029166698"
"-0.43794316053390503","0.05356381833553314","0.0","-0.3860146999359131","0.05192844942212105"
"-0.14159679412841797","-0.020125389099121094","1.0","-0.1639999896287918","-0.022403201088309288"
"0.004397034645080566","-0.053561557084321976","0.0","-0.05266430601477623","-0.057061340659856796"
"0.37057459354400635","-0.06733138859272003","2.0","0.30313539505004883","-0.06743918359279633"
"-0.5104219317436218","-0.039122339338064194","1.0","-0.5496430993080139","-0.03922114148736"
"-0.9492015838623047","-0.050290726125240326","1.0","-0.9970995783805847","-0.04789798706769943"
"-1.021502137184143","0.019499994814395905","0.0","-1.0005096197128296","0.020992569625377655"
"0.34202754497528076","-5.935654044151306E-4","2.0","0.3411385416984558","-8.889983873814344E-4"
"-0.6881201863288879","-0.04654420167207718","0.0","-0.7344799637794495","-0.04635978117585182"
"0.26424217224121094","0.012490250170230865","0.0","0.273977667093277","0.009735485538840294"
"0.3455238342285156","0.02910340577363968","0.0","0.37235429883003235","0.02683047018945217"
"-0.8925855159759521","-0.054790034890174866","1.0","-0.9451397061347961","-0.0525541789829731"
"-0.4242505431175232","-0.04161227494478226","1.0","-0.46659696102142334","-0.04234640300273895"
"0.13764452934265137","-0.05751383677124977","1.0","0.07784081995487213","-0.05980370566248894"
"-0.8489567637443542","-0.01859566941857338","0.0","-0.8664816617965698","-0.01752490922808647"
